,bigrams,freq
38144,"('fact', 'contradictory')",4
38145,"('arroyo', 'reported')",4
38146,"('arroyo', 'contradictory')",4
38147,"('arroyo', 'result')",4
38148,"('arroyo', 'study')",4
38149,"('reported', 'contradictory')",5
38150,"('contradictory', 'result')",6
38151,"('contradictory', 'however')",4
38152,"('contradictory', 'previous')",10
38153,"('study', 'kwon')",3
38154,"('study', 'proportion')",14
38155,"('hand', 'type')",5
38156,"('kwon', 'reported')",3
38157,"('reported', 'proportion')",3
38158,"('reported', 'infection')",4
38159,"('reported', 'decreases')",7
38160,"('type', 'age')",3
38161,"('infection', 'increases')",4
38162,"('decreases', 'increases')",5
38163,"('decreases', 'findings')",3
38164,"('age', 'increases')",3
38165,"('increases', 'findings')",5
38166,"('increases', 'reduction')",3
38167,"('similar', 'weight')",3
38168,"('findings', 'reduction')",7
38169,"('findings', 'decrease')",4
38170,"('weight', 'reduction')",5
38171,"('weight', 'observed')",4
38172,"('reduction', 'decrease')",5
38173,"('decrease', 'observed')",8
38174,"('duration', 'observed')",3
38175,"('duration', 'reported')",9
38176,"('differing', 'reported')",7
38177,"('pressure', 'groups')",4
38178,"('values', 'times')",3
38179,"('evaluation', 'found')",4
38180,"('times', 'found')",4
38181,"('found', 'within')",16
38182,"('within', 'ranges')",3
38183,"('within', 'species')",6
38184,"('species', 'observed')",18
38185,"('observed', 'directly')",3
38186,"('directly', 'related')",12
38187,"('related', 'contrast')",6
38188,"('obesity', 'observed')",3
38189,"('observed', 'see')",8
38190,"('see', 'subsequent')",4
38191,"('years', 'less')",3
38192,"('first', 'years')",9
38193,"('years', 'experience')",4
38194,"('labor', 'market')",7
38195,"('smaller', 'increase')",3
38196,"('smaller', 'rate')",5
38197,"('increase', 'rate')",13
38198,"('increase', 'among')",9
38199,"('among', 'used')",6
38200,"('drugs', 'used')",5
38201,"('used', 'period')",3
38202,"('combination', 'study')",4
38203,"('combination', 'period')",4
38204,"('phenytoin', 'carbamazepine')",6
38205,"('carbamazepine', 'total')",4
38206,"('responsible', 'increase')",5
38207,"('responsible', 'total')",4
38208,"('increase', 'total')",10
38209,"('increase', 'clearance')",4
38210,"('total', 'antipyrine')",6
38211,"('total', 'clearance')",12
38212,"('antipyrine', 'clearance')",10
38213,"('antipyrine', 'production')",4
38214,"('clearance', 'clearance')",4
38215,"('clearance', 'production')",8
38216,"('clearance', 'hma')",4
38217,"('clearance', 'oha')",4
38218,"('clearance', 'phenytoin')",4
38219,"('powerful', 'inducer')",4
38220,"('hepatic', 'activity')",3
38221,"('enzyme', 'total')",4
38222,"('total', 'average')",6
38223,"('volunteers', 'total')",4
38224,"('volunteers', 'clearance')",4
38225,"('clearance', 'metabolites')",4
38226,"('clearance', 'observed')",4
38227,"('production', 'metabolites')",4
38228,"('observed', 'studied')",12
38229,"('population', 'studied')",12
38230,"('population', 'table')",5
38231,"('population', 'considerably')",3
38232,"('studied', 'table')",5
38233,"('table', 'different')",7
38234,"('considerably', 'different')",7
38235,"('higher', 'including')",5
38236,"('reported', 'including')",5
38237,"('different', 'including')",7
38238,"('populations', 'including')",6
38239,"('populations', 'patients')",18
38240,"('including', 'patients')",5
38241,"('treated', 'study')",13
38242,"('although', 'among')",3
38243,"('higher', 'occurrence')",3
38244,"('among', 'age')",3
38245,"('followed', 'intermediate')",3
38246,"('age', 'detected')",4
38247,"('significant', 'either')",8
38248,"('association', 'detected')",4
38249,"('association', 'either')",3
38250,"('analysis', 'either')",4
38251,"('age', 'ranges')",8
38252,"('age', 'two')",3
38253,"('among', 'silva')",5
38254,"('silva', 'reported')",6
38255,"('silva', 'higher')",4
38256,"('reported', 'frequencies')",3
38257,"('reported', 'ranges')",3
38258,"('primary', 'average')",3
38259,"('average', 'cells')",4
38260,"('mononuclear', 'bone')",5
38261,"('cells', 'per')",8
38262,"('cells', 'bone')",8
38263,"('cells', 'marrow')",7
38264,"('bone', 'higher')",3
38265,"('bone', 'reported')",3
38266,"('higher', 'average')",15
38267,"('average', 'reported')",13
38268,"('average', 'close')",3
38269,"('average', 'average')",9
38270,"('reported', 'average')",12
38271,"('reported', 'yanai')",4
38272,"('close', 'average')",4
38273,"('close', 'reported')",5
38274,"('reported', 'planka')",4
38275,"('reported', 'references')",5
38276,"('cells', 'isolated')",3
38277,"('rabbits', 'differences')",4
38278,"('bone', 'differences')",3
38279,"('numbers', 'may')",3
38280,"('cells', 'protocol')",3
38281,"('protocol', 'used')",3
38282,"('protocol', 'also')",3
38283,"('used', 'also')",13
38284,"('used', 'variation')",3
38285,"('cell', 'variation')",5
38286,"('harvesting', 'also')",4
38287,"('variation', 'species')",4
38288,"('occur', 'individuals')",4
38289,"('occur', 'conditions')",4
38290,"('individuals', 'primary')",3
38291,"('species', 'conditions')",6
38292,"('levels', 'rates')",3
38293,"('rain', 'precipitation')",3
38294,"('rates', 'others')",8
38295,"('found', 'others')",13
38296,"('occurred', 'observed')",3
38297,"('marked', 'observed')",3
38298,"('observed', 'precipitation')",3
38299,"('ratios', 'similar')",3
38300,"('similar', 'magnitude')",3
38301,"('similar', 'significant')",6
38302,"('significant', 'data')",10
38303,"('significant', 'shown')",3
38304,"('type', 'data')",3
38305,"('type', 'shown')",5
38306,"('data', 'statistically')",5
38307,"('indicate', 'significant')",4
38308,"('statistically', 'higher')",7
38309,"('significant', 'higher')",6
38310,"('significant', 'risk')",3
38311,"('significant', 'cancer')",4
38312,"('risk', 'invasive')",3
38313,"('risk', 'women')",21
38314,"('compared', 'infection')",3
38315,"('hpv', 'infection')",5
38316,"('case', 'control')",3
38317,"('subjects', 'subjects')",5
38318,"('control', 'mice')",3
38319,"('however', 'lack')",4
38320,"('cells', 'normal')",8
38321,"('display', 'responses')",3
38322,"('recent', 'suggested')",11
38323,"('studies', 'production')",6
38324,"('also', 'production')",6
38325,"('suggested', 'cells')",9
38326,"('cells', 'differentiation')",3
38327,"('may', 'model')",3
38328,"('may', 'consistent')",4
38329,"('model', 'consistent')",8
38330,"('model', 'studies')",13
38331,"('information', 'obtained')",4
38332,"('information', 'studies')",3
38333,"('studies', 'develop')",3
38334,"('studies', 'normal')",6
38335,"('develop', 'ige')",6
38336,"('levels', 'indicating')",5
38337,"('injected', 'intact')",3
38338,"('response', 'inability')",3
38339,"('inability', 'mice')",3
38340,"('cells', 'differentiate')",3
38341,"('cells', 'phenotype')",4
38342,"('como', 'dias')",3
38343,"('conditions', 'specific')",3
38344,"('conditions', 'activity')",3
38345,"('specific', 'range')",4
38346,"('activity', 'range')",4
38347,"('activity', 'similar')",6
38348,"('solubilized', 'activity')",4
38349,"('range', 'similar')",5
38350,"('range', 'activity')",6
38351,"('range', 'membrane')",3
38352,"('similar', 'activity')",3
38353,"('activity', 'membrane')",3
38354,"('membrane', 'enzyme')",4
38355,"('membrane', 'reported')",3
38356,"('enzyme', 'reported')",4
38357,"('enzyme', 'enzyme')",4
38358,"('enzyme', 'obtained')",5
38359,"('reported', 'enzyme')",7
38360,"('reported', 'obtained')",25
38361,"('enzyme', 'however')",3
38362,"('obtained', 'however')",17
38363,"('rabbit', 'kidney')",3
38364,"('rabbit', 'however')",4
38365,"('kidney', 'however')",9
38366,"('however', 'activities')",3
38367,"('activities', 'higher')",3
38368,"('activities', 'reported')",6
38369,"('higher', 'enzyme')",7
38370,"('enzyme', 'initial')",3
38371,"('study', 'enzyme')",3
38372,"('initial', 'activity')",3
38373,"('activity', 'lower')",11
38374,"('lower', 'others')",5
38375,"('lower', 'purification')",3
38376,"('lower', 'factor')",4
38377,"('reported', 'factor')",13
38378,"('reported', 'typical')",4
38379,"('others', 'typical')",3
38380,"('purification', 'enzyme')",3
38381,"('membrane', 'specialized')",3
38382,"('tissue', 'studies')",6
38383,"('studies', 'cities')",4
38384,"('studies', 'located')",6
38385,"('studies', 'regions')",5
38386,"('conducted', 'cities')",5
38387,"('conducted', 'located')",4
38388,"('conducted', 'regions')",4
38389,"('conducted', 'producing')",4
38390,"('cities', 'located')",4
38391,"('cities', 'producing')",4
38392,"('cities', 'sugarcane')",4
38393,"('located', 'regions')",4
38394,"('located', 'producing')",4
38395,"('located', 'sugarcane')",4
38396,"('located', 'correlating')",4
38397,"('regions', 'producing')",4
38398,"('regions', 'sugarcane')",4
38399,"('regions', 'correlating')",4
38400,"('regions', 'effects')",4
38401,"('producing', 'sugarcane')",4
38402,"('producing', 'correlating')",4
38403,"('producing', 'effects')",4
38404,"('producing', 'straw')",4
38405,"('sugarcane', 'correlating')",4
38406,"('sugarcane', 'effects')",4
38407,"('sugarcane', 'straw')",4
38408,"('sugarcane', 'burning')",4
38409,"('correlating', 'effects')",4
38410,"('correlating', 'straw')",4
38411,"('correlating', 'burning')",4
38412,"('correlating', 'impact')",4
38413,"('effects', 'straw')",4
38414,"('effects', 'burning')",4
38415,"('effects', 'impact')",5
38416,"('effects', 'population')",4
38417,"('straw', 'burning')",4
38418,"('straw', 'impact')",4
38419,"('straw', 'population')",4
38420,"('straw', 'health')",4
38421,"('burning', 'impact')",4
38422,"('burning', 'population')",4
38423,"('burning', 'health')",4
38424,"('burning', 'present')",4
38425,"('impact', 'population')",4
38426,"('impact', 'health')",4
38427,"('impact', 'present')",7
38428,"('impact', 'study')",9
38429,"('health', 'distribution')",4
38430,"('present', 'air')",5
38431,"('study', 'pollutants')",5
38432,"('found', 'distribution')",7
38433,"('found', 'air')",7
38434,"('found', 'pollutants')",4
38435,"('found', 'seasonal')",7
38436,"('distribution', 'air')",4
38437,"('distribution', 'pollutants')",4
38438,"('distribution', 'seasonal')",4
38439,"('distribution', 'aspects')",4
38440,"('air', 'aspects')",4
38441,"('air', 'average')",4
38442,"('pollutants', 'aspects')",4
38443,"('pollutants', 'levels')",4
38444,"('seasonal', 'aspects')",4
38445,"('seasonal', 'pollutants')",4
38446,"('aspects', 'average')",4
38447,"('aspects', 'levels')",4
38448,"('aspects', 'pollutants')",4
38449,"('aspects', 'observed')",4
38450,"('average', 'pollutants')",4
38451,"('levels', 'pollutants')",4
38452,"('levels', 'bakonyi')",4
38453,"('pollutants', 'observed')",4
38454,"('pollutants', 'braga')",4
38455,"('pollutants', 'bakonyi')",4
38456,"('pollutants', 'although')",4
38457,"('observed', 'braga')",4
38458,"('observed', 'bakonyi')",4
38459,"('braga', 'bakonyi')",4
38460,"('braga', 'although')",4
38461,"('braga', 'higher')",4
38462,"('braga', 'found')",4
38463,"('bakonyi', 'although')",4
38464,"('bakonyi', 'higher')",4
38465,"('bakonyi', 'found')",4
38466,"('bakonyi', 'souza')",4
38467,"('although', 'souza')",4
38468,"('found', 'campo')",4
38469,"('souza', 'carried')",4
38470,"('souza', 'campo')",4
38471,"('souza', 'grande')",4
38472,"('study', 'campo')",4
38473,"('study', 'grande')",5
38474,"('carried', 'campo')",4
38475,"('carried', 'grande')",4
38476,"('carried', 'moura')",4
38477,"('carried', 'rio')",4
38478,"('campo', 'grande')",4
38479,"('campo', 'moura')",4
38480,"('campo', 'rio')",4
38481,"('campo', 'janeiro')",4
38482,"('grande', 'moura')",4
38483,"('grande', 'rio')",4
38484,"('grande', 'janeiro')",4
38485,"('grande', 'result')",4
38486,"('moura', 'rio')",4
38487,"('moura', 'janeiro')",4
38488,"('moura', 'result')",4
38489,"('moura', 'quite')",4
38490,"('rio', 'result')",5
38491,"('rio', 'quite')",4
38492,"('rio', 'interesting')",4
38493,"('janeiro', 'result')",5
38494,"('janeiro', 'quite')",4
38495,"('janeiro', 'interesting')",4
38496,"('janeiro', 'since')",4
38497,"('result', 'quite')",5
38498,"('result', 'interesting')",5
38499,"('result', 'araraquara')",4
38500,"('quite', 'interesting')",4
38501,"('quite', 'since')",5
38502,"('quite', 'araraquara')",4
38503,"('quite', 'city')",4
38504,"('interesting', 'since')",8
38505,"('interesting', 'araraquara')",4
38506,"('interesting', 'city')",4
38507,"('interesting', 'located')",4
38508,"('since', 'araraquara')",4
38509,"('since', 'city')",4
38510,"('since', 'located')",6
38511,"('since', 'state')",4
38512,"('araraquara', 'city')",4
38513,"('araraquara', 'located')",4
38514,"('araraquara', 'state')",4
38515,"('araraquara', 'são')",4
38516,"('city', 'located')",4
38517,"('city', 'state')",6
38518,"('located', 'state')",4
38519,"('located', 'são')",4
38520,"('located', 'paulo')",4
38521,"('located', 'studies')",3
38522,"('state', 'studies')",3
38523,"('state', 'conducted')",4
38524,"('são', 'conducted')",3
38525,"('são', 'cities')",3
38526,"('paulo', 'conducted')",3
38527,"('paulo', 'cities')",4
38528,"('paulo', 'located')",3
38529,"('located', 'different')",4
38530,"('different', 'positive')",4
38531,"('different', 'development')",5
38532,"('positive', 'result')",4
38533,"('result', 'development')",3
38534,"('result', 'present')",11
38535,"('development', 'present')",5
38536,"('development', 'reported')",8
38537,"('present', 'decrease')",5
38538,"('reported', 'total')",5
38539,"('total', 'dry')",4
38540,"('total', 'matter')",3
38541,"('negative', 'observed')",4
38542,"('negative', 'authors')",3
38543,"('negative', 'associated')",4
38544,"('authors', 'associated')",3
38545,"('doses', 'higher')",10
38546,"('higher', 'acid')",3
38547,"('acid', 'finding')",3
38548,"('finding', 'implies')",3
38549,"('finding', 'women')",7
38550,"('implies', 'may')",6
38551,"('dependency', 'concerns')",3
38552,"('without', 'support')",7
38553,"('eating', 'disorders')",3
38554,"('support', 'authors')",3
38555,"('might', 'higher')",10
38556,"('might', 'levels')",4
38557,"('report', 'higher')",3
38558,"('report', 'levels')",4
38559,"('higher', 'well')",8
38560,"('levels', 'well')",3
38561,"('well', 'although')",3
38562,"('relation', 'although')",3
38563,"('relation', 'number')",4
38564,"('although', 'observed')",33
38565,"('higher', 'species')",7
38566,"('observed', 'species')",16
38567,"('two', 'monitoring')",3
38568,"('two', 'proportion')",3
38569,"('similar', 'species')",7
38570,"('species', 'greater')",6
38571,"('due', 'greater')",9
38572,"('however', 'much')",19
38573,"('cells', 'much')",4
38574,"('showed', 'much')",5
38575,"('showed', 'intact')",4
38576,"('much', 'activity')",6
38577,"('activity', 'intact')",4
38578,"('activity', 'cells')",18
38579,"('intact', 'value')",3
38580,"('intact', 'results')",3
38581,"('previous', 'glucose')",3
38582,"('reports', 'glucose')",3
38583,"('glucose', 'activity')",3
38584,"('inhibitory', 'activity')",8
38585,"('inhibitory', 'cells')",4
38586,"('effect', 'activity')",10
38587,"('effect', 'intact')",3
38588,"('cells', 'figure')",7
38589,"('figure', 'also')",7
38590,"('figure', 'enzyme')",9
38591,"('increased', 'glucose')",5
38592,"('initial', 'concentration')",4
38593,"('glucose', 'concentration')",4
38594,"('glucose', 'increased')",3
38595,"('increased', 'high')",3
38596,"('remained', 'high')",4
38597,"('high', 'tested')",3
38598,"('tested', 'one')",3
38599,"('one', 'years')",3
38600,"('synthesis', 'necessary')",3
38601,"('present', 'glucose')",3
38602,"('present', 'enhanced')",3
38603,"('study', 'glucose')",4
38604,"('study', 'enhanced')",8
38605,"('enhanced', 'activity')",13
38606,"('effect', 'despite')",3
38607,"('cells', 'despite')",3
38608,"('despite', 'results')",11
38609,"('relation', 'decrease')",4
38610,"('relation', 'higher')",3
38611,"('decrease', 'higher')",5
38612,"('higher', 'given')",4
38613,"('scientific', 'literature')",7
38614,"('literature', 'given')",3
38615,"('given', 'studies')",4
38616,"('studies', 'presented')",12
38617,"('studies', 'decline')",5
38618,"('presented', 'frequency')",8
38619,"('frequency', 'contrary')",3
38620,"('symptoms', 'reported')",5
38621,"('contrary', 'silva')",3
38622,"('new', 'present')",3
38623,"('investigated', 'present')",5
38624,"('investigated', 'study')",8
38625,"('present', 'almost')",17
38626,"('attribute', 'difference')",3
38627,"('mechanical', 'study')",3
38628,"('fibers', 'study')",3
38629,"('concentration', 'acid')",5
38630,"('acid', 'shown')",3
38631,"('shown', 'compared')",5
38632,"('similar', 'compared')",6
38633,"('compared', 'using')",4
38634,"('present', 'using')",15
38635,"('using', 'significantly')",3
38636,"('lower', 'achieved')",7
38637,"('values', 'achieved')",3
38638,"('control', 'specimens')",3
38639,"('control', 'finding')",3
38640,"('specimens', 'presence')",4
38641,"('finding', 'suggests')",9
38642,"('strongly', 'suggests')",6
38643,"('strongly', 'presence')",3
38644,"('suggests', 'presence')",6
38645,"('presence', 'layer')",4
38646,"('presence', 'negative')",3
38647,"('smear', 'layer')",3
38648,"('induction', 'different')",4
38649,"('times', 'similar')",5
38650,"('different', 'stages')",7
38651,"('similar', 'concentration')",3
38652,"('contrary', 'described')",4
38653,"('salmo', 'trutta')",3
38654,"('induction', 'higher')",4
38655,"('increased', 'higher')",7
38656,"('increased', 'water')",5
38657,"('increased', 'suggesting')",3
38658,"('higher', 'water')",6
38659,"('higher', 'salinities')",3
38660,"('water', 'increased')",5
38661,"('suggesting', 'increased')",3
38662,"('increased', 'times')",4
38663,"('fat', 'well')",5
38664,"('changes', 'present')",5
38665,"('changes', 'large')",6
38666,"('present', 'environment')",5
38667,"('effects', 'fish')",4
38668,"('even', 'growth')",4
38669,"('improving', 'quality')",3
38670,"('water', 'study')",8
38671,"('quality', 'however')",5
38672,"('quality', 'study')",9
38673,"('quality', 'significant')",4
38674,"('oliveira', 'however')",5
38675,"('differences', 'concentration')",4
38676,"('different', 'treatments')",4
38677,"('different', 'salinity')",3
38678,"('treatments', 'salinity')",5
38679,"('treatments', 'results')",8
38680,"('level', 'obtained')",3
38681,"('value', 'three')",3
38682,"('present', 'pure')",4
38683,"('study', 'aqueous')",3
38684,"('study', 'extracts')",3
38685,"('study', 'young')",11
38686,"('extracts', 'leaves')",5
38687,"('young', 'leaves')",4
38688,"('staining', 'showed')",5
38689,"('increased', 'compared')",14
38690,"('using', 'sequencing')",5
38691,"('lowest', 'level')",3
38692,"('dna', 'methylation')",4
38693,"('methylation', 'results')",3
38694,"('also', 'mouse')",3
38695,"('showed', 'lowest')",4
38696,"('level', 'stages')",3
38697,"('mouse', 'results')",3
38698,"('smith', 'results')",3
38699,"('smith', 'found')",5
38700,"('smith', 'two')",4
38701,"('two', 'methods')",11
38702,"('methods', 'also')",7
38703,"('methods', 'using')",4
38704,"('also', 'using')",8
38705,"('also', 'method')",3
38706,"('studies', 'staining')",4
38707,"('staining', 'previous')",4
38708,"('method', 'results')",4
38709,"('results', 'corroborate')",13
38710,"('corroborate', 'previous')",6
38711,"('reports', 'show')",7
38712,"('show', 'rates')",4
38713,"('show', 'deviation')",3
38714,"('minimal', 'apical')",4
38715,"('niti', 'rotary')",3
38716,"('niti', 'systems')",4
38717,"('niti', 'present')",3
38718,"('rotary', 'present')",3
38719,"('rotary', 'study')",3
38720,"('systems', 'although')",4
38721,"('systems', 'present')",6
38722,"('systems', 'study')",8
38723,"('although', 'statistical')",7
38724,"('although', 'difference')",19
38725,"('study', 'niti')",3
38726,"('statistical', 'used')",3
38727,"('systems', 'data')",3
38728,"('used', 'data')",8
38729,"('used', 'shows')",4
38730,"('data', 'tendency')",4
38731,"('analysis', 'shows')",11
38732,"('analysis', 'lower')",3
38733,"('shows', 'tendency')",3
38734,"('shows', 'lower')",3
38735,"('results', 'minimal')",4
38736,"('results', 'interaction')",6
38737,"('diameter', 'size')",4
38738,"('diameter', 'file')",4
38739,"('size', 'file')",4
38740,"('size', 'final')",3
38741,"('size', 'diameter')",4
38742,"('final', 'size')",3
38743,"('related', 'results')",15
38744,"('size', 'results')",10
38745,"('related', 'variation')",8
38746,"('size', 'variation')",5
38747,"('size', 'also')",3
38748,"('also', 'occurred')",6
38749,"('wet', 'dry')",3
38750,"('thus', 'showed')",3
38751,"('showed', 'decreased')",5
38752,"('fat', 'protein')",3
38753,"('summer', 'months')",5
38754,"('content', 'increased')",7
38755,"('period', 'present')",6
38756,"('case', 'content')",5
38757,"('study', 'fat')",9
38758,"('study', 'contrasted')",3
38759,"('ranged', 'found')",3
38760,"('contrasted', 'results')",5
38761,"('contrasted', 'found')",3
38762,"('found', 'fat')",4
38763,"('observed', 'smaller')",7
38764,"('difficult', 'finding')",3
38765,"('interpret', 'findings')",5
38766,"('almost', 'study')",6
38767,"('almost', 'population')",4
38768,"('entire', 'population')",3
38769,"('according', 'level')",6
38770,"('information', 'regarding')",4
38771,"('different', 'significant')",3
38772,"('within', 'different')",9
38773,"('within', 'findings')",3
38774,"('within', 'two')",6
38775,"('category', 'different')",4
38776,"('two', 'explained')",3
38777,"('may', 'populations')",8
38778,"('explained', 'populations')",5
38779,"('study', 'mostly')",5
38780,"('populations', 'mostly')",6
38781,"('mostly', 'whereas')",3
38782,"('university', 'population')",3
38783,"('university', 'study')",4
38784,"('population', 'general')",5
38785,"('study', 'focused')",6
38786,"('general', 'although')",4
38787,"('although', 'rate')",4
38788,"('although', 'knowledge')",3
38789,"('although', 'diabetes')",4
38790,"('rate', 'knowledge')",3
38791,"('rate', 'diabetes')",3
38792,"('rate', 'mellitus')",3
38793,"('knowledge', 'association')",6
38794,"('knowledge', 'diabetes')",3
38795,"('knowledge', 'mellitus')",3
38796,"('knowledge', 'study')",8
38797,"('association', 'diabetes')",15
38798,"('association', 'mellitus')",15
38799,"('association', 'studies')",9
38800,"('diabetes', 'mellitus')",18
38801,"('diabetes', 'studies')",7
38802,"('diabetes', 'general')",3
38803,"('mellitus', 'study')",3
38804,"('mellitus', 'studies')",3
38805,"('mellitus', 'general')",3
38806,"('mellitus', 'practitioner')",3
38807,"('study', 'practitioner')",3
38808,"('study', 'quinjano')",3
38809,"('studies', 'general')",8
38810,"('studies', 'practitioner')",3
38811,"('studies', 'quinjano')",3
38812,"('studies', 'interns')",3
38813,"('general', 'quinjano')",3
38814,"('general', 'interns')",3
38815,"('general', 'respectively')",4
38816,"('practitioner', 'quinjano')",3
38817,"('practitioner', 'interns')",3
38818,"('practitioner', 'respectively')",3
38819,"('practitioner', 'lower')",3
38820,"('quinjano', 'interns')",3
38821,"('quinjano', 'respectively')",3
38822,"('quinjano', 'lower')",3
38823,"('quinjano', 'knowledge')",3
38824,"('interns', 'respectively')",3
38825,"('interns', 'lower')",3
38826,"('interns', 'knowledge')",3
38827,"('interns', 'rates')",3
38828,"('respectively', 'knowledge')",3
38829,"('respectively', 'association')",3
38830,"('lower', 'knowledge')",3
38831,"('lower', 'association')",4
38832,"('lower', 'systemic')",3
38833,"('knowledge', 'rates')",3
38834,"('knowledge', 'systemic')",3
38835,"('knowledge', 'diseases')",3
38836,"('rates', 'association')",3
38837,"('rates', 'systemic')",3
38838,"('rates', 'diseases')",3
38839,"('association', 'systemic')",3
38840,"('association', 'diseases')",3
38841,"('association', 'compared')",6
38842,"('systemic', 'diseases')",4
38843,"('systemic', 'study')",4
38844,"('systemic', 'compared')",3
38845,"('systemic', 'earlier')",3
38846,"('diseases', 'study')",4
38847,"('diseases', 'compared')",3
38848,"('diseases', 'earlier')",3
38849,"('diseases', 'studies')",4
38850,"('compared', 'earlier')",5
38851,"('compared', 'cardiovascular')",3
38852,"('earlier', 'kidney')",3
38853,"('earlier', 'cardiovascular')",3
38854,"('earlier', 'disease')",5
38855,"('studies', 'kidney')",3
38856,"('studies', 'cardiovascular')",3
38857,"('studies', 'disease')",5
38858,"('kidney', 'cardiovascular')",4
38859,"('kidney', 'disease')",10
38860,"('kidney', 'another')",3
38861,"('kidney', 'prominent')",3
38862,"('cardiovascular', 'disease')",4
38863,"('cardiovascular', 'another')",3
38864,"('cardiovascular', 'prominent')",3
38865,"('cardiovascular', 'finding')",5
38866,"('disease', 'another')",3
38867,"('disease', 'prominent')",3
38868,"('another', 'prominent')",3
38869,"('another', 'finding')",5
38870,"('prominent', 'finding')",3
38871,"('finding', 'two')",5
38872,"('another', 'rate')",3
38873,"('finding', 'knowledge')",5
38874,"('finding', 'association')",6
38875,"('finding', 'explained')",4
38876,"('general', 'study')",6
38877,"('study', 'accordance')",3
38878,"('population', 'findings')",6
38879,"('accordance', 'reported')",4
38880,"('reported', 'length')",3
38881,"('correlated', 'frequency')",3
38882,"('frequency', 'dental')",5
38883,"('populations', 'practice')",4
38884,"('years', 'used')",6
38885,"('practice', 'study')",5
38886,"('practice', 'used')",4
38887,"('practice', 'one')",4
38888,"('used', 'one')",7
38889,"('used', 'measurement')",3
38890,"('used', 'short')",3
38891,"('one', 'measurement')",4
38892,"('one', 'short')",3
38893,"('two', 'long')",3
38894,"('length', 'thickness')",5
38895,"('length', 'previous')",4
38896,"('studies', 'agthe')",4
38897,"('studies', 'jejunal')",4
38898,"('agthe', 'lymph')",4
38899,"('width', 'lymph')",3
38900,"('width', 'nodes')",3
38901,"('thickness', 'lymph')",3
38902,"('thickness', 'nodes')",3
38903,"('jejunal', 'lymph')",7
38904,"('jejunal', 'nodes')",9
38905,"('lymph', 'directly')",7
38906,"('lymph', 'related')",4
38907,"('lymph', 'growth')",4
38908,"('nodes', 'directly')",6
38909,"('nodes', 'related')",3
38910,"('nodes', 'growth')",3
38911,"('directly', 'growth')",6
38912,"('related', 'growth')",7
38913,"('evaluated', 'found')",5
38914,"('rather', 'found')",3
38915,"('found', 'jejunal')",4
38916,"('length', 'jejunal')",4
38917,"('length', 'lymph')",5
38918,"('length', 'directly')",3
38919,"('related', 'large')",4
38920,"('large', 'breed')",3
38921,"('large', 'dogs')",3
38922,"('large', 'small')",7
38923,"('breed', 'dogs')",8
38924,"('dogs', 'dogs')",12
38925,"('decreased', 'however')",6
38926,"('breed', 'study')",3
38927,"('dogs', 'study')",13
38928,"('dogs', 'length')",4
38929,"('however', 'dogs')",3
38930,"('study', 'belonged')",9
38931,"('aged', 'months')",8
38932,"('six', 'years')",4
38933,"('months', 'years')",8
38934,"('iliac', 'lymph')",7
38935,"('iliac', 'nodes')",7
38936,"('nodes', 'reported')",4
38937,"('greater', 'previous')",17
38938,"('reported', 'weeks')",7
38939,"('previous', 'weeks')",3
38940,"('studies', 'weeks')",5
38941,"('adult', 'dogs')",3
38942,"('adult', 'also')",5
38943,"('also', 'length')",4
38944,"('also', 'width')",3
38945,"('length', 'width')",6
38946,"('length', 'nodes')",5
38947,"('jejunal', 'iliac')",5
38948,"('nodes', 'large')",3
38949,"('nodes', 'dogs')",3
38950,"('large', 'time')",5
38951,"('time', 'interval')",7
38952,"('time', 'evaluation')",3
38953,"('interval', 'evaluation')",3
38954,"('interval', 'found')",5
38955,"('interval', 'increase')",3
38956,"('interval', 'length')",4
38957,"('evaluation', 'increase')",3
38958,"('evaluation', 'length')",3
38959,"('evaluation', 'jejunal')",3
38960,"('found', 'nodes')",3
38961,"('increase', 'length')",6
38962,"('increase', 'jejunal')",3
38963,"('increase', 'nodes')",4
38964,"('increase', 'puppies')",3
38965,"('length', 'puppies')",3
38966,"('length', 'dimensions')",3
38967,"('jejunal', 'puppies')",3
38968,"('jejunal', 'dimensions')",3
38969,"('nodes', 'puppies')",3
38970,"('nodes', 'dimensions')",3
38971,"('nodes', 'iliac')",3
38972,"('nodes', 'lymph')",7
38973,"('puppies', 'dimensions')",3
38974,"('puppies', 'iliac')",3
38975,"('puppies', 'lymph')",3
38976,"('puppies', 'nodes')",3
38977,"('dimensions', 'iliac')",3
38978,"('dimensions', 'lymph')",3
38979,"('dimensions', 'nodes')",3
38980,"('dimensions', 'directly')",3
38981,"('iliac', 'directly')",3
38982,"('iliac', 'correlated')",3
38983,"('lymph', 'correlated')",3
38984,"('lymph', 'body')",3
38985,"('nodes', 'correlated')",3
38986,"('nodes', 'body')",3
38987,"('nodes', 'weight')",3
38988,"('directly', 'correlated')",3
38989,"('directly', 'body')",3
38990,"('directly', 'weight')",3
38991,"('directly', 'puppies')",3
38992,"('correlated', 'body')",5
38993,"('correlated', 'weight')",3
38994,"('correlated', 'puppies')",3
38995,"('correlated', 'three')",3
38996,"('body', 'puppies')",3
38997,"('body', 'three')",3
38998,"('body', 'sizes')",3
38999,"('weight', 'puppies')",3
39000,"('weight', 'three')",3
39001,"('weight', 'sizes')",3
39002,"('weight', 'similar')",3
