,nouns,freq
3026,monovalent,4
3027,focusses,2
3028,events,219
3029,awaits,1
3030,literature,152
3031,stimulates,8
3032,conformation,5
3033,comm,3
3034,convolutes,2
3035,specificities,21
3036,enzymes,22
3037,allosteric,2
3038,discrimination,17
3039,approximation,11
3040,yields,7
3041,max,18
3042,dependent,11
3043,wiens,2
3044,bach,6
3045,seitz,4
3046,lipcius,6
3047,hines,4
3048,dependency,7
3049,horne,2
3050,wheatley,3
3051,issue,33
3052,chesson,1
3053,lawton,3
3054,lindstedt,3
3055,calder,3
3056,metacommunities,5
3057,promote,53
3058,modules,22
3059,briggs,3
3060,hoopes,4
3061,grain,26
3062,lawler,3
3063,huffaker,3
3064,gool,3
3065,lingeman,3
3066,jacas,3
3067,klashorst,2
3068,cod,1
3069,capelins,2
3070,refuge,5
3071,skarsfjord,1
3072,seabirds,2
3073,crabs,1
3074,clams,1
3075,aphids,29
3076,aphid,13
3077,gonzáles,3
3078,niemeyer,5
3079,bertness,17
3080,hopkins,6
3081,weisser,3
3082,härri,3
3083,metapopulation,3
3084,ladybeetles,42
3085,costamagna,2
3086,landis,2
3087,kareiva,2
3088,nakamuta,4
3089,stay,12
3090,ives,6
3091,perry,19
3092,searches,18
3093,krivan,3
3094,bruder,3
3095,marsh,6
3096,elder,7
3097,iva,3
3098,shrub,5
3099,border,6
3100,web,8
3101,pennings,15
3102,ambrosiae,7
3103,cycloneda,14
3104,sanguinea,7
3105,septempunctata,4
3106,harmonia,4
3107,hippodamia,4
3108,convergens,4
3109,crab,5
3110,armases,6
3111,ones,17
3112,mesocosm,2
3113,arthropod,2
3114,webs,2
3115,marczak,2
3116,cinereum,2
3117,fragmentation,8
3118,zaviezo,10
3119,rios,5
3120,tischendorf,5
3121,fahrig,5
3122,holt,8
3123,grez,5
3124,perez,5
3125,simulate,5
3126,omkar,2
3127,mtr,4
3128,mtd,4
3129,msub,119
3130,dixon,2
3131,hille,2
3132,ris,2
3133,lambers,2
3134,walters,6
3135,consumption,110
3136,configuration,7
3137,prado,2
3138,smoothing,1
3139,forbes,3
3140,ladybeetle,3
3141,hanski,3
3142,woiwod,3
3143,implementing,2
3144,gillespie,6
3145,day,87
3146,simulation,42
3147,phenology,69
3148,trends,24
3149,clutches,1
3150,adults,98
3151,performs,2
3152,mobile,1
3153,brodin,1
3154,intergeneration,1
3155,equations,8
3156,murray,8
3157,wolf,8
3158,packs,4
3159,urination,2
3160,wolves,2
3161,metacommunity,4
3162,stochasticity,1
3163,migrants,1
3164,abundant,1
3165,kindlmann,1
3166,artifacts,1
3167,cages,2
3168,englund,1
3169,cooper,10
3170,insight,2
3171,bivalves,1
3172,fishes,10
3173,roos,1
3174,mccauley,1
3175,grasses,31
3176,receive,9
3177,sankaran,8
3178,onofrio,3
3179,baudena,4
3180,andrea,3
3181,rietkerk,3
3182,provenzale,3
3183,rainfalls,9
3184,woody,11
3185,dryer,2
3186,thornbush,2
3187,cramer,6
3188,cauter,5
3189,donzelli,5
3190,michele,5
3191,wiegand,7
3192,getzin,5
3193,sasaki,5
3194,venterink,9
3195,maintain,19
3196,dominance,22
3197,odorico,9
3198,bestelmeyer,9
3199,hanan,9
3200,seedlings,23
3201,grow,4
3202,grass,35
3203,tussocks,24
3204,smit,8
3205,hoffman,9
3206,rothauge,3
3207,annuals,11
3208,rejuvenation,4
3209,perennials,9
3210,balance,57
3211,predick,4
3212,steidl,4
3213,joubert,11
3214,kulmatiski,14
3215,woods,9
3216,disturbances,31
3217,strengthens,5
3218,midgley,11
3219,encroachment,7
3220,frequent,3
3221,decades,31
3222,higgins,11
3223,connor,18
3224,puttick,2
3225,fire,5
3226,grazing,5
3227,toit,5
3228,disadvantage,9
3229,favors,17
3230,fix,3
3231,collocott,2
3232,legume,5
3233,crotalaria,18
3234,fodder,2
3235,wagner,8
3236,hane,1
3237,stipagrostis,20
3238,ciliata,2
3239,podocarpa,1
3240,calcisols,1
3241,texture,3
3242,stones,1
3243,mendelsohn,1
3244,robertson,24
3245,nomenclature,4
3246,juergens,2
3247,shrubs,1
3248,africa,15
3249,polhill,1
3250,stony,3
3251,capability,8
3252,jourand,3
3253,pyrrolizidine,2
3254,alkaloids,6
3255,flavonoids,2
3256,wanjala,2
3257,majinda,2
3258,flowers,14
3259,dehiscence,4
3260,reach,7
3261,rare,1
3262,scatter,14
3263,ants,4
3264,cotyledons,8
3265,reflectometry,2
3266,ledieu,2
3267,ridder,2
3268,clerck,2
3269,dautrebande,2
3270,friedman,11
3271,pot,2
3272,morning,6
3273,composition,102
3274,tussock,2
3275,pinna,1
3276,carlyle,1
3277,fraser,2
3278,turkington,1
3279,henschel,1
3280,facilitation,2
3281,fisher,5
3282,compare,10
3283,nint,3
3284,verwijmeren,1
3285,dios,2
3286,coefficient,37
3287,autocorrelations,1
3288,bates,1
3289,outliers,6
3290,saltz,4
3291,detriment,2
3292,saplings,1
3293,heteropogon,1
3294,contortus,1
3295,thereby,11
3296,bautista,3
3297,cortina,3
3298,legumes,7
3299,exert,4
3300,riginos,4
3301,scholes,4
3302,suppress,11
3303,opinion,8
3304,encroachers,4
3305,oldeland,2
3306,dreber,2
3307,wesuls,2
3308,roques,2
3309,watkinson,2
3310,account,59
3311,scheiter,8
3312,deficiencies,8
3313,sita,4
3314,contents,44
3315,güsewell,6
3316,sardans,2
3317,peñuelas,4
3318,carbon,27
3319,phosphorus,5
3320,rna,24
3321,chloroplasts,1
3322,ågren,1
3323,sterner,1
3324,macroelements,1
3325,microelements,1
3326,organs,24
3327,stems,3
3328,potassium,29
3329,sulphur,3
3330,cornelissen,3
3331,bardgett,13
3332,nutrient,7
3333,supplies,2
3334,producers,1
3335,vitousek,1
3336,chemical,28
3337,acidity,5
3338,mineral,9
3339,toxicity,16
3340,george,16
3341,neumann,1
3342,minden,2
3343,kleyer,1
3344,metals,1
3345,zehra,1
3346,mahmood,6
3347,pharmaceuticals,5
3348,medicine,35
3349,bártíkova,1
3350,podlipná,1
3351,skálová,1
3352,beek,1
3353,kapusta,1
3354,godzik,1
3355,nontarget,14
3356,bacteria,52
3357,diseases,186
3358,promoters,8
3359,kumar,20
3360,gupta,5
3361,chander,5
3362,promoter,32
3363,cec,2
3364,sales,2
3365,indicate,6
3366,medicines,22
3367,agency,15
3368,fertilization,12
3369,manure,8
3370,ditches,5
3371,runoff,5
3372,burkhardt,5
3373,stamm,10
3374,waul,5
3375,singer,19
3376,muller,22
3377,kay,5
3378,blackwell,11
3379,boxall,15
3380,stoob,5
3381,mueller,14
3382,schwarzenbach,5
3383,groundwater,5
3384,threat,10
3385,contaminants,18
3386,bartrons,2
3387,blaine,2
3388,dickenson,2
3389,heuer,4
3390,siemens,4
3391,smalla,4
3392,deloy,4
3393,volkert,4
3394,leonhardt,4
3395,pufal,4
3396,chlorophyll,2
3397,bioaccumulation,7
3398,tables,16
3399,brix,2
3400,puckowski,2
3401,hitherto,3
3402,maize,2
3403,treatments,72
3404,werner,10
3405,ghisi,2
3406,drawback,4
3407,greenhouses,1
3408,micronutrients,1
3409,roots,16
3410,cerioli,2
3411,cozzolino,7
3412,fiori,2
3413,pierattini,4
3414,francini,2
3415,raffaelli,2
3416,sebastiani,2
3417,concurrent,12
3418,isometry,3
3419,anisometry,4
3420,kerkhoff,2
3421,burns,7
3422,tasho,2
3423,cho,5
3424,polar,9
3425,accumulate,3
3426,trapp,2
3427,eggen,2
3428,sulfadiazine,1
3429,hamscher,3
3430,pawelzick,3
3431,hoper,3
3432,baidoo,3
3433,rosen,6
3434,inhibits,26
3435,microbial,3
3436,hammes,3
3437,pots,2
3438,matter,105
3439,minerals,2
3440,tolls,2
3441,adsorption,9
3442,thiele,1
3443,geor,1
3444,ribeiro,50
3445,diggle,1
3446,car,52
3447,fox,29
3448,weisberg,1
3449,ligges,1
3450,warton,9
3451,duursma,1
3452,daniel,8
3453,taskinen,1
3454,tukey,2
3455,correction,48
3456,assess,22
3457,hochberg,1
3458,boxcox,1
3459,meet,9
3460,summarizes,1
3461,falster,4
3462,variable,8
3463,deviations,16
3464,ticks,1
3465,accordance,18
3466,crosses,3
3467,sibley,6
3468,jin,6
3469,chen,57
3470,sun,24
3471,pan,19
3472,chu,30
3473,yang,77
3474,ziolkowska,6
3475,margas,6
3476,adomas,9
3477,postgerminative,5
3478,elongation,9
3479,shoot,6
3480,migliore,7
3481,brambilla,5
3482,gaudio,5
3483,alba,6
3484,lythrum,3
3485,salicaria,3
3486,petioles,3
3487,internodes,3
3488,michelini,3
3489,michalczyk,3
3490,regulation,109
3491,evans,20
3492,farlane,4
3493,metabolic,15
3494,liver,26
3495,decreases,11
3496,beck,29
3497,wei,22
3498,yediler,3
3499,modulate,13
3500,ganskopp,5
3501,shepard,24
3502,spaar,15
3503,bruderer,15
3504,wall,22
3505,quintana,5
3506,hobson,5
3507,flight,47
3508,supply,28
3509,katzner,16
3510,lanzone,9
3511,radiation,13
3512,columns,4
3513,thermals,11
3514,features,154
3515,dependence,20
3516,heating,3
3517,dissipation,6
3518,winds,1
3519,lambertucci,9
3520,concentrates,5
3521,ridgelines,4
3522,bohrer,23
3523,weather,16
3524,duerr,9
3525,treep,6
3526,vansteelant,6
3527,bouten,6
3528,eagles,34
3529,chrysaetos,9
3530,péron,15
3531,vallmitjana,5
3532,sherub,5
3533,wikelski,6
3534,weinzierl,4
3535,advance,13
3536,locomotory,6
3537,risks,55
3538,potti,6
3539,colchero,6
3540,reid,7
3541,krüger,6
3542,amar,8
3543,collision,4
3544,condors,4
3545,vultures,4
3546,fulvus,4
3547,weimerskirch,10
3548,louzao,7
3549,grissac,7
3550,delord,7
3551,calvo,6
3552,zuberogoitia,5
3553,mcdonald,17
3554,cockburn,5
3555,millon,5
3556,arroyo,5
3557,bretagnolle,5
3558,steenhof,5
3559,kochert,5
3560,raptor,4
3561,eagle,3
3562,territories,17
3563,flights,1
3564,murgatroyd,11
3565,rodrigues,6
3566,outcrops,1
3567,plains,2
3568,franke,29
3569,steyn,2
3570,ranger,2
3571,haverkort,2
3572,heydenrych,2
3573,maintains,5
3574,verreaux,2
3575,underhill,5
3576,harnesses,2
3577,teflon,2
3578,ribbon,3
3579,mills,6
3580,logger,2
3581,baaij,2
3582,camphuysen,2
3583,tags,2
3584,tag,4
3585,capabilities,9
3586,intervals,66
3587,periodicity,1
3588,aspect,4
3589,score,119
3590,barton,15
3591,akaike,2
3592,receiver,6
3593,roc,8
3594,accuracy,47
3595,robin,2
3596,sandveld,7
3597,territory,5
3598,cederberg,4
3599,dem,3
3600,modes,9
3601,mountain,28
3602,turbulence,2
3603,tends,7
3604,windward,2
3605,angle,31
3606,drives,22
3607,raptors,5
3608,mellone,1
3609,visibility,4
3610,intakes,11
3611,demography,11
3612,light,15
3613,therefore,38
3614,gliding,3
3615,migratory,3
3616,ruggedness,3
3617,determinant,3
3618,heart,262
3619,turkey,4
3620,aura,3
3621,predictability,6
3622,mandel,3
3623,bildstein,3
3624,turbines,1
3625,whitfield,2
3626,entails,2
3627,meiosis,7
3628,maynard,7
3629,ubiquity,3
3630,coevolution,32
3631,favor,31
3632,hamilton,4
3633,jaenike,3
3634,parasites,22
3635,host,222
3636,hosts,35
3637,infection,342
3638,parasitism,9
3639,fluctuate,9
3640,vergara,18
3641,jokela,27
3642,dybdahl,27
3643,delph,9
3644,masri,9
3645,morran,37
3646,schmidt,13
3647,epistasis,3
3648,gandon,6
3649,break,14
3650,deng,14
3651,evaluate,16
3652,interference,11
3653,incorporation,33
3654,migrant,9
3655,yeast,3
3656,rotifer,2
3657,becks,2
3658,plateaus,2
3659,caenorhabditis,4
3660,elegans,26
3661,selfing,1
3662,hermaphrodites,10
3663,plenefisch,2
3664,casson,2
3665,meyer,23
3666,schedl,2
3667,parmenter,6
3668,mutagen,2
3669,bacterium,15
3670,serratia,2
3671,marcescens,28
3672,bacillus,1
3673,thuringiensis,2
3674,outcrossing,7
3675,parasite,31
3676,sufficient,5
3677,penley,13
3678,strains,39
3679,infections,76
3680,gibson,69
3681,virulence,30
3682,trajectories,15
3683,dauer,4
3684,larvae,17
3685,starvation,8
3686,invertebrate,4
3687,vectors,76
3688,blooms,2
3689,nictation,2
3690,tails,2
3691,braendle,2
3692,frezal,2
3693,felix,2
3694,manoel,2
3695,migrations,3
3696,infects,5
3697,grimont,5
3698,infectivity,5
3699,schulenburg,5
3700,ewbank,3
3701,strain,18
3702,minnesota,2
3703,minneapolis,1
3704,variant,30
3705,methanesulfonate,2
3706,plates,4
3707,nematodes,15
3708,coli,5
3709,begin,3
3710,cosm,9
3711,ssps,3
3712,means,34
3713,matings,2
3714,chromosome,53
3715,nondisjunction,1
3716,anderson,15
3717,nematode,3
3718,transfers,3
3719,lawns,1
3720,carcasses,2
3721,assays,26
3722,tester,2
3723,gfp,5
3724,marker,41
3725,gelarden,2
3726,allen,3
3727,hsd,4
3728,virulent,6
3729,efficacy,93
3730,segregation,8
3731,rotifers,3
3732,remains,7
3733,drive,12
3734,escape,8
3735,supports,12
3736,affect,4
3737,roque,1
3738,chelo,1
3739,isolates,1
3740,figures,17
3741,predicts,6
3742,lenormand,15
3743,goddard,2
3744,biogeography,10
3745,ammann,5
3746,kageyama,5
3747,rise,36
3748,metcalf,7
3749,sandel,7
3750,sdm,9
3751,suitability,5
3752,maps,15
3753,records,26
3754,quantification,52
3755,moritz,4
3756,reveal,27
3757,picture,5
3758,carstens,4
3759,richards,8
3760,bellini,4
3761,somboon,4
3762,bsp,4
3763,advent,1
3764,marjoram,1
3765,tavaré,1
3766,psmc,18
3767,durbin,7
3768,pliocene,7
3769,hung,4
3770,smeds,4
3771,ellegren,5
3772,grouse,68
3773,lagopus,5
3774,ptarmigan,13
3775,tetrao,1
3776,tetrix,1
3777,kozma,7
3778,magnússon,1
3779,höglund,12
3780,tundra,4
3781,quintela,5
3782,holder,7
3783,montgomerie,6
3784,bogs,3
3785,corrales,3
3786,kya,5
3787,glm,2
3788,leathwick,1
3789,subset,20
3790,auc,15
3791,predict,16
3792,magadan,3
3793,alaska,8
3794,yorkshire,1
3795,greenland,5
3796,illumina,11
3797,truseq,1
3798,hiseq,2
3799,machine,5
3800,reads,32
3801,bolger,1
3802,lohse,3
3803,usadel,1
3804,procedure,54
3805,adaptors,2
3806,bases,2
3807,window,13
3808,willow,19
3809,duplicate,8
3810,realignment,2
3811,indels,12
3812,indelrealigner,2
3813,depristo,2
3814,mckenna,3
3815,frøya,2
3816,chromosomes,25
3817,moreover,40
3818,scandinavia,4
3819,britain,5
3820,siberia,1
3821,substructuring,1
3822,muriei,1
3823,alexandrae,1
3824,similarity,34
3825,alaskan,1
3826,exception,14
3827,bottleneck,8
3828,recolonization,4
3829,ice,8
3830,reason,53
3831,frame,8
3832,eurasia,2
3833,lig,8
3834,latitudes,8
3835,prevent,46
3836,ireland,2
3837,scotland,2
3838,mcmahon,2
3839,johansson,37
3840,piertney,2
3841,buckley,3
3842,islands,4
3843,separates,2
3844,crash,3
3845,reasons,68
3846,lgm,11
3847,iceland,7
3848,mix,5
3849,termination,3
3850,bridge,5
3851,moment,4
3852,east,9
3853,reconnection,1
3854,europe,20
3855,larsson,1
3856,jansman,1
3857,segelbacher,1
3858,berlin,1
3859,fall,10
3860,doyle,2
3861,hannon,2
3862,goshawk,2
3863,accipiter,2
3864,gentilis,2
3865,aquila,2
3866,vulpes,4
3867,canis,3
3868,lupus,14
3869,angelstam,2
3870,lindström,3
3871,widén,2
3872,pekkola,2
3873,alatalo,2
3874,pöysä,2
3875,siitari,2
3876,crashes,2
3877,hare,4
3878,lepus,2
3879,assumption,38
3880,pearson,18
3881,conservatism,8
3882,spans,18
3883,hargrove,6
3884,fossil,7
3885,help,65
3886,judge,4
3887,altitudes,5
3888,norms,14
3889,betancourt,6
3890,merilä,3
3891,vedder,3
3892,bouwhuis,3
3893,sheldon,9
3894,pathogen,36
3895,jovani,3
3896,tella,3
3897,kermack,3
3898,status,156
3899,feces,5
3900,saliva,2
3901,leendertz,1
3902,troglodytes,5
3903,turner,19
3904,hamai,4
3905,yoshida,10
3906,boudreau,4
3907,goodall,4
3908,ipobpc,4
3909,muehlenbein,5
3910,paotsp,4
3911,gotoh,3
3912,guides,2
3913,database,72
3914,gmpd,4
3915,nunn,4
3916,altizer,4
3917,stephens,4
3918,helminths,5
3919,define,24
3920,span,3
3921,genera,10
3922,drawn,9
3923,papers,26
3924,laboratories,15
3925,criterion,27
3926,aicc,1
3927,bolker,1
3928,walker,15
3929,recommendations,40
3930,huffman,1
3931,metagenomics,1
3932,symbionts,6
3933,microbiota,11
3934,hooper,4
3935,midtvedt,4
3936,gordon,20
3937,microflora,30
3938,stability,49
3939,variations,127
3940,microbiomes,2
3941,codiversification,1
3942,shapes,10
3943,ley,2
3944,lozupone,5
3945,knight,4
3946,gut,24
3947,muegge,3
3948,nakamura,1
3949,cristescu,1
3950,northrup,1
3951,stenhouse,1
3952,overabundance,3
3953,commensal,8
3954,beckmann,6
3955,berger,43
3956,riyahi,3
3957,baagøe,3
3958,rodents,20
3959,rat,25
3960,commensals,1
3961,continents,3
3962,carleton,1
3963,rattus,8
3964,india,8
3965,westwards,2
3966,trade,4
3967,name,12
3968,ship,2
3969,rats,68
3970,srinivasulu,4
3971,satarae,2
3972,ghats,3
3973,molur,1
3974,nameer,1
3975,ramakrishnan,3
3976,commensalism,1
3977,describe,18
3978,noncommensal,2
3979,elutes,2
3980,minimizing,3
3981,sauvage,2
3982,bernatchez,8
3983,audet,2
3984,toolkit,5
3985,visualize,1
3986,read,7
3987,kobert,3
3988,flouri,3
3989,stamatakis,7
3990,chimeras,3
3991,edgar,19
3992,haas,3
3993,quince,3
3994,qiime,1
3995,caporaso,9
3996,pipeline,29
3997,otu,4
3998,classifier,6
3999,garrity,4
4000,tiedje,4
4001,cole,10
4002,greengenes,6
4003,desantis,6
4004,adequacy,6
4005,pynast,3
4006,bittinger,3
4007,mask,3
4008,file,14
4009,price,12
4010,dehal,3
4011,explorer,3
4012,pirrung,3
4013,singletons,7
4014,mcmurdie,4
4015,counts,10
4016,normalization,50
4017,library,17
4018,comparing,3
4019,depth,17
4020,hellmann,3
4021,stabilization,8
4022,anders,7
4023,bohannan,2
4024,calculation,9
4025,indices,57
4026,coordinate,3
4027,pcoa,1
4028,dissimilarity,1
4029,adonis,1
4030,varudkar,2
4031,analyzer,6
4032,dieringer,1
4033,schlötterer,2
4034,inline,32
4035,divergence,33
4036,bacteroidetes,3
4037,firmicutes,2
4038,murine,15
4039,microbiome,3
4040,ochman,1
4041,apes,5
4042,multispecies,15
4043,bats,16
4044,unifrac,2
4045,beiko,2
4046,filippo,2
4047,rotation,31
4048,insects,8
4049,perturbations,6
4050,grizzly,6
4051,bears,7
4052,howler,6
4053,monkeys,6
4054,seals,12
4055,biochemistry,6
4056,millar,2
4057,sabat,2
4058,bozinovic,2
4059,martínez,14
4060,del,45
4061,rio,3
4062,dog,3
4063,lactobacilli,3
4064,sugar,6
4065,milk,2
4066,daly,1
4067,foods,48
4068,bifidobacteria,2
4069,domingo,2
4070,kelty,2
4071,kaneuchi,1
4072,adlercruetzia,2
4073,woodrat,1
4074,kohl,5
4075,examination,44
4076,brucella,6
4077,chlamydia,1
4078,clostridium,1
4079,staphylococcus,1
4080,rickettsia,1
4081,reservoirs,1
4082,pathogens,39
4083,towns,1
4084,basal,50
4085,injections,15
4086,glucose,13
4087,utilization,5
4088,lantus,5
4089,paris,7
4090,france,13
4091,detemir,5
4092,action,55
4093,protamine,5
4094,regimen,39
4095,hypoglycaemia,13
4096,daytime,7
4097,injection,22
4098,discomfort,5
4099,endpoints,29
4100,participants,254
4101,diabetes,80
4102,titration,2
4103,difficulty,30
4104,switching,1
4105,convenience,4
4106,dosing,3
4107,edition,13
4108,guidance,22
4109,incisions,5
4110,complex,38
4111,abdomen,1
4112,celiotomy,11
4113,peritonitis,1
4114,herniation,7
4115,eventration,1
4116,hernia,6
4117,midline,3
4118,complication,18
4119,dogs,113
4120,cats,6
4121,evisceration,1
4122,injuries,44
4123,incision,11
4124,hernias,1
4125,rectus,2
4126,abdominis,2
4127,sheath,3
4128,closure,38
4129,linea,4
4130,suture,14
4131,knot,2
4132,knots,1
4133,cut,8
4134,ends,1
4135,tension,27
4136,detect,3
4137,celiotomies,2
4138,bites,11
4139,wounds,4
4140,trend,40
4141,minimal,6
4142,sbsi,2
4143,compress,2
4144,stitch,2
4145,loosen,2
4146,penetration,6
4147,cracks,1
4148,stitches,8
4149,failure,111
4150,needle,1
4151,cryoclamps,1
4152,horses,1
4153,friction,1
4154,grips,1
4155,clamps,1
4156,muscles,13
4157,inflammation,159
4158,segments,12
4159,extrapolations,3
4160,abdominal,3
4161,distraction,5
4162,traction,4
4163,elasticity,1
4164,flank,1
4165,revolution,4
4166,legislation,6
4167,policy,9
4168,commission,8
4169,marine,13
4170,directive,5
4171,recognizes,5
4172,shannon,5
4173,simpson,12
4174,motorboats,4
4175,zealand,5
4176,boat,2
4177,residents,20
4178,sound,63
4179,orientation,18
4180,becker,2
4181,surveys,27
4182,shipping,1
4183,mora,3
4184,restrictions,13
4185,watercraft,3
4186,facies,1
4187,coarse,1
4188,gravels,1
4189,mrcsg,1
4190,gravel,2
4191,hume,2
4192,video,4
4193,buv,6
4194,babcock,4
4195,stainless,2
4196,steel,13
4197,pipe,2
4198,intersection,3
4199,sides,10
4200,triangle,6
4201,tidyr,1
4202,wickham,2
4203,multcomp,1
4204,bretz,1
4205,venables,2
4206,ripley,2
4207,broom,1
4208,fearless,2
4209,divers,2
4210,intrusions,2
4211,snapper,3
4212,holles,10
4213,radford,9
4214,berten,3
4215,lecchini,3
4216,nedelec,3
4217,killer,18
4218,whales,20
4219,humpback,10
4220,corkeron,10
4221,ellison,12
4222,parijs,10
4223,wartzok,10
4224,call,14
4225,hoelzel,10
4226,motorboat,29
4227,larval,17
4228,reef,10
4229,pomacentrus,7
4230,ambionenis,7
4231,striatus,2
4232,ecotourism,2
4233,tend,2
4234,cortisol,10
4235,oliveira,2
4236,canário,2
4237,suggests,11
4238,caiger,2
4239,montgomery,3
4240,rainbow,10
4241,davidson,7
4242,frankel,2
4243,trout,6
4244,sounds,5
4245,μpa,4
4246,bandwidth,2
4247,higgs,2
4248,motion,64
4249,waters,7
4250,column,4
4251,lighting,1
4252,acuity,11
4253,estuarine,1
4254,jerrett,1
4255,davison,1
4256,occasions,3
4257,revenue,1
4258,livelihoods,1
4259,resilience,13
4260,dialysis,11
4261,kidneys,4
4262,optimize,5
4263,graft,42
4264,transplant,4
4265,recipients,4
4266,developments,15
4267,allografts,2
4268,donors,15
4269,stagnation,1
4270,dietary,1
4271,mediterranean,5
4272,inhabitants,6
4273,hypertension,87
4274,dash,27
4275,vegetables,16
4276,grains,15
4277,carbohydrates,6
4278,dairy,4
4279,nuts,3
4280,sodium,38
4281,beverages,5
4282,meat,74
4283,rtr,8
4284,visit,7
4285,outpatient,7
4286,bmi,28
4287,medication,82
4288,questionnaire,59
4289,completion,9
4290,urine,1
4291,discard,1
4292,specimen,5
4293,kidney,54
4294,epidemiology,3
4295,collaboration,6
4296,filtration,7
4297,egfr,22
4298,ffq,3
4299,wageningen,2
4300,biomarker,48
4301,meats,12
4302,intake,65
4303,excretion,23
4304,subjects,166
4305,quintiles,1
4306,creatinine,6
4307,nephrology,2
4308,trials,204
4309,hemodialysis,27
4310,retransplantation,2
4311,women,165
4312,ckd,27
4313,cardiovascular,12
4314,albuminuria,3
4315,stiffness,36
4316,acidosis,3
4317,dyslipidemia,12
4318,smokers,22
4319,nonsmokers,3
4320,smoking,65
4321,cholesterol,35
4322,crp,13
4323,inflammatory,54
4324,biomarkers,56
4325,necrosis,20
4326,adiponectin,2
4327,tertiles,1
4328,intermittent,3
4329,phytochemicals,1
4330,meals,4
4331,reflection,14
4332,overestimation,3
4333,remission,51
4334,behaviour,59
4335,need,38
4336,leads,10
4337,discourage,2
4338,equivalents,2
4339,mets,11
4340,improvements,26
4341,actiheart,1
4342,camntech,1
4343,cambridge,1
4344,positioning,1
4345,qstarz,1
4346,ltd,1
4347,taipei,1
4348,journeys,1
4349,journey,1
4350,corrosion,4
4351,coatings,5
4352,irradiation,3
4353,polymeric,4
4354,mbt,2
4355,anion,26
4356,nanoparticles,12
4357,ldh,1
4358,nanocarriers,1
4359,vapors,1
4360,pathology,63
4361,dlb,6
4362,presentations,13
4363,positron,7
4364,emission,12
4365,tomography,18
4366,pet,13
4367,allows,10
4368,signs,80
4369,impairment,155
4370,publication,5
4371,criteria,132
4372,definition,32
4373,assessment,67
4374,fas,8
4375,fluency,13
4376,trail,8
4377,bristol,3
4378,parkinsonism,3
4379,brain,653
4380,atrophy,86
4381,profile,38
4382,similarities,22
4383,memory,176
4384,plaques,16
4385,tangle,3
4386,cascade,5
4387,amyloid,5
4388,progression,113
4389,tau,17
4390,lewy,2
4391,postmortem,16
4392,imaging,15
4393,determination,35
4394,hussey,2
4395,hoop,2
4396,eldridge,2
4397,designs,31
4398,block,31
4399,lilford,4
4400,belief,21
4401,mdege,2
4402,torgerson,7
4403,review,82
4404,wason,6
4405,mander,6
4406,guard,2
4407,negatives,2
4408,pritchett,1
4409,golkowski,5
4410,friede,3
4411,kieser,4
4412,parsons,2
4413,multicentre,3
4414,jensen,3
4415,crts,7
4416,moerbeek,5
4417,ssre,6
4418,article,15
4419,mtext,14
4420,init,2
4421,gould,4
4422,icc,4
4423,ivers,2
4424,schie,3
4425,kenward,2
4426,roger,2
4427,combat,18
4428,inflation,10
4429,zucker,3
4430,brittan,3
4431,cluster,25
4432,arnup,1
4433,relevance,43
4434,expressions,10
4435,lundqvist,1
4436,gelder,1
4437,perception,58
4438,haxby,7
4439,expression,534
4440,sulcus,2
4441,sts,2
4442,inputs,21
4443,bernstein,16
4444,yovel,2
4445,cortex,104
4446,pyles,1
4447,debate,8
4448,ledoux,7
4449,morris,13
4450,pessoa,10
4451,friston,29
4452,dolan,7
4453,garrido,7
4454,multiple,16
4455,feedforward,7
4456,feedback,39
4457,consistute,7
4458,ioannides,7
4459,adolphs,4
4460,modulations,16
4461,eger,7
4462,jedynak,7
4463,iwaki,7
4464,skrandies,7
4465,pozzolili,7
4466,frühholz,7
4467,jellinghaus,7
4468,herrmann,7
4469,mercado,7
4470,carretiéé,1
4471,latencies,12
4472,mvpa,12
4473,achieve,13
4474,categorization,5
4475,stream,7
4476,cauchoix,5
4477,serre,5
4478,barbeau,5
4479,isik,5
4480,poggio,9
4481,ramkumar,5
4482,pannasch,5
4483,loschky,1
4484,category,9
4485,davidesco,1
4486,nemrodov,1
4487,vida,1
4488,nestor,1
4489,plaut,1
4490,behrmann,1
4491,wegrzyn,2
4492,emotion,15
4493,eeg,8
4494,kashihara,24
4495,petrantonakis,4
4496,hadjileontiadis,4
4497,cecotti,4
4498,decoding,4
4499,fear,18
4500,happiness,4
4501,fusiform,4
4502,gyrus,18
4503,tsuchiya,3
4504,meg,6
4505,timecourse,2
4506,fast,5
4507,milliseconds,2
4508,localization,19
4509,cichy,2
4510,kriegeskorte,5
4511,goebel,2
4512,bandettini,2
4513,polyn,5
4514,detre,5
4515,tell,3
4516,computation,13
4517,dewit,3
4518,images,49
4519,tottenham,1
4520,arousal,41
4521,task,221
4522,start,16
4523,pseudorandom,2
4524,button,2
4525,finger,8
4526,paradigm,17
4527,matlab,9
4528,mathworks,2
4529,psychophysics,2
4530,brainard,2
4531,kleiner,2
4532,pelli,1
4533,fieldtrip,2
4534,toolbox,8
4535,oostenveld,2
4536,fries,2
4537,schoffelen,2
4538,artefacts,5
4539,inspection,2
4540,butterworth,2
4541,filters,4
4542,sensor,5
4543,knösche,2
4544,minima,2
4545,erfs,1
4546,erf,1
4547,inference,14
4548,concerns,29
4549,leakage,21
