,bigrams,freq
11428,"('women', 'bmi')",6
11429,"('women', 'body')",4
11430,"('associations', 'bmi')",9
11431,"('associations', 'fat')",3
11432,"('activity', 'present')",12
11433,"('bmi', 'body')",5
11434,"('bmi', 'fat')",7
11435,"('bmi', 'present')",3
11436,"('bmi', 'study')",10
11437,"('body', 'present')",3
11438,"('body', 'may')",5
11439,"('fat', 'present')",10
11440,"('fat', 'may')",4
11441,"('fat', 'also')",3
11442,"('present', 'also')",37
11443,"('also', 'present')",41
11444,"('bias', 'present')",5
11445,"('present', 'directly')",5
11446,"('present', 'comparable')",8
11447,"('comparable', 'performed')",6
11448,"('performed', 'patients')",10
11449,"('assumption', 'already')",4
11450,"('reports', 'reported')",4
11451,"('reported', 'successful')",5
11452,"('reported', 'treatment')",7
11453,"('concerning', 'results')",3
11454,"('results', 'shown')",31
11455,"('results', 'status')",3
11456,"('shown', 'might')",6
11457,"('induced', 'compared')",4
11458,"('enhancement', 'compared')",5
11459,"('however', 'substrate')",4
11460,"('result', 'reflect')",3
11461,"('substrate', 'specificity')",4
11462,"('described', 'literature')",7
11463,"('smith', 'found')",5
11464,"('found', 'substrate')",4
11465,"('found', 'highest')",10
11466,"('exhibits', 'hydrolysis')",4
11467,"('exhibits', 'efficiency')",3
11468,"('highest', 'hydrolysis')",4
11469,"('hydrolysis', 'parameters')",4
11470,"('hydrolysis', 'generally')",4
11471,"('efficiency', 'parameters')",3
11472,"('parameters', 'generally')",3
11473,"('parameters', 'determined')",4
11474,"('specific', 'sequences')",3
11475,"('sequences', 'one')",4
11476,"('position', 'one')",5
11477,"('position', 'sequence')",3
11478,"('one', 'sequence')",4
11479,"('amino', 'sequence')",6
11480,"('acid', 'sequence')",3
11481,"('sequence', 'type')",3
11482,"('rate', 'common')",3
11483,"('type', 'common')",9
11484,"('type', 'found')",8
11485,"('type', 'different')",13
11486,"('common', 'found')",3
11487,"('common', 'different')",4
11488,"('found', 'different')",30
11489,"('seen', 'infection')",3
11490,"('patients', 'infection')",3
11491,"('patients', 'definite')",3
11492,"('infection', 'disease')",4
11493,"('disease', 'series')",3
11494,"('disease', 'age')",4
11495,"('higher', 'usually')",6
11496,"('series', 'age')",4
11497,"('age', 'usually')",4
11498,"('age', 'prognostic')",6
11499,"('age', 'factor')",6
11500,"('usually', 'important')",4
11501,"('usually', 'prognostic')",4
11502,"('usually', 'factor')",4
11503,"('usually', 'outcome')",4
11504,"('important', 'prognostic')",5
11505,"('important', 'outcome')",5
11506,"('important', 'various')",4
11507,"('prognostic', 'factor')",11
11508,"('prognostic', 'outcome')",7
11509,"('prognostic', 'various')",4
11510,"('prognostic', 'forms')",4
11511,"('factor', 'outcome')",5
11512,"('factor', 'various')",4
11513,"('factor', 'forms')",4
11514,"('factor', 'transplantation')",6
11515,"('outcome', 'various')",4
11516,"('outcome', 'forms')",4
11517,"('outcome', 'transplantation')",11
11518,"('various', 'forms')",4
11519,"('various', 'transplantation')",4
11520,"('various', 'however')",20
11521,"('various', 'age')",4
11522,"('forms', 'transplantation')",4
11523,"('forms', 'however')",6
11524,"('forms', 'age')",4
11525,"('forms', 'significantly')",4
11526,"('transplantation', 'however')",4
11527,"('transplantation', 'age')",4
11528,"('transplantation', 'significantly')",4
11529,"('transplantation', 'affect')",4
11530,"('however', 'age')",11
11531,"('however', 'affect')",10
11532,"('however', 'outcome')",4
11533,"('age', 'significantly')",9
11534,"('age', 'affect')",5
11535,"('age', 'outcome')",4
11536,"('age', 'transplantation')",4
11537,"('significantly', 'affect')",6
11538,"('significantly', 'outcome')",13
11539,"('significantly', 'transplantation')",4
11540,"('affect', 'outcome')",6
11541,"('affect', 'transplantation')",4
11542,"('affect', 'study')",5
11543,"('affect', 'younger')",4
11544,"('outcome', 'study')",18
11545,"('outcome', 'younger')",4
11546,"('transplantation', 'study')",7
11547,"('transplantation', 'younger')",4
11548,"('transplantation', 'patients')",10
11549,"('transplantation', 'often')",4
11550,"('study', 'often')",5
11551,"('study', 'transplanted')",4
11552,"('younger', 'patients')",13
11553,"('younger', 'often')",4
11554,"('younger', 'transplanted')",4
11555,"('younger', 'mismatched')",4
11556,"('patients', 'often')",6
11557,"('patients', 'transplanted')",6
11558,"('patients', 'mismatched')",4
11559,"('patients', 'donors')",4
11560,"('often', 'transplanted')",4
11561,"('often', 'mismatched')",4
11562,"('often', 'donors')",4
11563,"('often', 'advanced')",4
11564,"('transplanted', 'mismatched')",4
11565,"('transplanted', 'donors')",4
11566,"('transplanted', 'advanced')",4
11567,"('transplanted', 'disease')",4
11568,"('mismatched', 'donors')",4
11569,"('mismatched', 'advanced')",4
11570,"('mismatched', 'disease')",4
11571,"('mismatched', 'stages')",4
11572,"('donors', 'advanced')",4
11573,"('donors', 'disease')",4
11574,"('donors', 'stages')",4
11575,"('donors', 'age')",3
11576,"('advanced', 'stages')",4
11577,"('advanced', 'age')",3
11578,"('advanced', 'usually')",3
11579,"('disease', 'stages')",5
11580,"('disease', 'usually')",3
11581,"('disease', 'important')",3
11582,"('stages', 'age')",3
11583,"('stages', 'usually')",3
11584,"('stages', 'important')",3
11585,"('stages', 'prognostic')",3
11586,"('disease', 'furthermore')",7
11587,"('stages', 'furthermore')",3
11588,"('additional', 'detected')",3
11589,"('recombination', 'events')",4
11590,"('recombination', 'detected')",3
11591,"('populations', 'isolated')",3
11592,"('populations', 'known')",5
11593,"('might', 'samples')",3
11594,"('isolated', 'samples')",3
11595,"('samples', 'two')",7
11596,"('samples', 'particular')",5
11597,"('two', 'particular')",4
11598,"('particular', 'shown')",6
11599,"('see', 'figures')",3
11600,"('see', 'seems')",4
11601,"('figures', 'seems')",3
11602,"('seems', 'unlikely')",10
11603,"('absence', 'detectable')",5
11604,"('migration', 'could')",4
11605,"('rates', 'different')",5
11606,"('could', 'indeed')",3
11607,"('could', 'different')",33
11608,"('indeed', 'different')",3
11609,"('quite', 'different')",46
11610,"('different', 'although')",8
11611,"('different', 'studies')",38
11612,"('although', 'studies')",50
11613,"('although', 'shown')",17
11614,"('although', 'suppression')",3
11615,"('suppression', 'cascade')",4
11616,"('cascade', 'cells')",3
11617,"('original', 'cells')",3
11618,"('cancer', 'able')",3
11619,"('cells', 'able')",13
11620,"('cells', 'demonstrate')",4
11621,"('able', 'demonstrate')",4
11622,"('able', 'role')",3
11623,"('able', 'endogenous')",3
11624,"('demonstrate', 'role')",4
11625,"('endogenous', 'pten')",4
11626,"('endogenous', 'akt')",4
11627,"('endogenous', 'activity')",3
11628,"('pten', 'akt')",5
11629,"('akt', 'activity')",10
11630,"('activity', 'previously')",8
11631,"('mouse', 'due')",3
11632,"('lines', 'previously')",5
11633,"('lines', 'due')",3
11634,"('previously', 'due')",13
11635,"('due', 'failure')",3
11636,"('due', 'mutant')",3
11637,"('failure', 'mutant')",3
11638,"('mutant', 'negative')",3
11639,"('pten', 'negative')",3
11640,"('act', 'negative')",3
11641,"('dominant', 'negative')",9
11642,"('inhibition', 'akt')",3
11643,"('inhibition', 'although')",3
11644,"('akt', 'although')",4
11645,"('akt', 'shown')",3
11646,"('endogenous', 'sites')",3
11647,"('line', 'high')",6
11648,"('high', 'overall')",3
11649,"('high', 'associated')",11
11650,"('overall', 'associated')",3
11651,"('overall', 'older')",4
11652,"('younger', 'subjects')",6
11653,"('subjects', 'men')",9
11654,"('populations', 'african')",6
11655,"('populations', 'men')",3
11656,"('particular', 'values')",3
11657,"('particular', 'lower')",3
11658,"('values', 'generally')",11
11659,"('lower', 'described')",12
11660,"('lower', 'populations')",4
11661,"('described', 'may')",6
11662,"('populations', 'may')",8
11663,"('reason', 'may')",12
11664,"('may', 'mean')",6
11665,"('may', 'values')",7
11666,"('due', 'values')",8
11667,"('due', 'subjects')",4
11668,"('mean', 'bmi')",19
11669,"('mean', 'values')",10
11670,"('mean', 'subjects')",9
11671,"('bmi', 'values')",4
11672,"('bmi', 'subjects')",9
11673,"('values', 'also')",14
11674,"('values', 'somewhat')",8
11675,"('values', 'low')",18
11676,"('subjects', 'also')",6
11677,"('subjects', 'somewhat')",5
11678,"('subjects', 'low')",10
11679,"('also', 'somewhat')",12
11680,"('also', 'may')",24
11681,"('also', 'also')",14
11682,"('somewhat', 'may')",3
11683,"('somewhat', 'also')",9
11684,"('low', 'may')",6
11685,"('low', 'also')",12
11686,"('patients', 'possible')",7
11687,"('patients', 'target')",3
11688,"('patients', 'cells')",13
11689,"('possible', 'cells')",6
11690,"('collect', 'cells')",3
11691,"('target', 'cells')",6
11692,"('median', 'number')",3
11693,"('per', 'lower')",5
11694,"('number', 'contrast')",9
11695,"('lower', 'regimen')",3
11696,"('lower', 'contrast')",17
11697,"('lower', 'results')",51
11698,"('results', 'observed')",22
11699,"('mobilization', 'therapy')",3
11700,"('mobilization', 'observed')",3
11701,"('therapy', 'even')",3
11702,"('observed', 'even')",11
11703,"('even', 'patients')",12
11704,"('cml', 'patients')",6
11705,"('cml', 'although')",3
11706,"('patients', 'diagnosis')",10
11707,"('diagnosis', 'although')",3
11708,"('although', 'high')",17
11709,"('although', 'chemotherapy')",3
11710,"('claimed', 'associated')",3
11711,"('high', 'doses')",5
11712,"('doses', 'associated')",6
11713,"('chemotherapy', 'associated')",3
11714,"('chemotherapy', 'severe')",4
11715,"('associated', 'severe')",3
11716,"('recovery', 'high')",3
11717,"('cells', 'patients')",24
11718,"('cells', 'major')",4
11719,"('patients', 'cytogenetic')",3
11720,"('percentage', 'slightly')",5
11721,"('percentage', 'inferior')",3
11722,"('slightly', 'significantly')",3
11723,"('slightly', 'different')",38
11724,"('slightly', 'one')",22
11725,"('inferior', 'reported')",9
11726,"('significantly', 'one')",16
11727,"('significantly', 'reported')",30
11728,"('different', 'one')",33
11729,"('one', 'reported')",35
11730,"('one', 'authors')",3
11731,"('reported', 'find')",15
11732,"('authors', 'find')",6
11733,"('authors', 'differences')",3
11734,"('authors', 'rates')",3
11735,"('find', 'rates')",3
11736,"('significant', 'rates')",6
11737,"('differences', 'rates')",6
11738,"('ice', 'comparable')",3
11739,"('comparable', 'control')",6
11740,"('comparable', 'group')",7
11741,"('control', 'group')",22
11742,"('control', 'patients')",3
11743,"('patients', 'failure')",3
11744,"('patients', 'mutant')",6
11745,"('noted', 'failure')",3
11746,"('plates', 'results')",6
11747,"('data', 'results')",50
11748,"('shown', 'contrast')",31
11749,"('shown', 'results')",11
11750,"('contrast', 'oscillations')",3
11751,"('reported', 'bias')",3
11752,"('reported', 'occurred')",3
11753,"('addition', 'results')",22
11754,"('however', 'linkage')",5
11755,"('marker', 'gene')",8
11756,"('later', 'found')",4
11757,"('later', 'lower')",3
11758,"('found', 'lower')",62
11759,"('found', 'expected')",9
11760,"('lower', 'expected')",24
11761,"('lower', 'reasons')",3
11762,"('lower', 'number')",8
11763,"('expected', 'number')",4
11764,"('unknown', 'reasons')",3
11765,"('number', 'lines')",5
11766,"('tumor', 'cell')",8
11767,"('tumor', 'lines')",3
11768,"('cell', 'primary')",9
11769,"('lines', 'primary')",6
11770,"('cells', 'primary')",6
11771,"('cells', 'display')",3
11772,"('cells', 'constitutively')",3
11773,"('primary', 'tumours')",4
11774,"('constitutively', 'activated')",13
11775,"('active', 'form')",3
11776,"('cysteine', 'residues')",3
11777,"('cellular', 'transformation')",3
11778,"('transformation', 'however')",4
11779,"('however', 'induce')",5
11780,"('study', 'induce')",3
11781,"('study', 'cellular')",3
11782,"('induce', 'mefs')",3
11783,"('indicating', 'however')",4
11784,"('required', 'transformation')",5
11785,"('required', 'however')",6
11786,"('however', 'fully')",4
11787,"('however', 'exclude')",8
11788,"('since', 'may')",3
11789,"('existing', 'may')",4
11790,"('distance', 'decrease')",3
11791,"('therapy', 'response')",4
11792,"('longer', 'months')",4
11793,"('response', 'months')",3
11794,"('response', 'seen')",3
11795,"('median', 'study')",4
11796,"('seen', 'find')",5
11797,"('study', 'relapsed')",4
11798,"('less', 'find')",3
11799,"('others', 'find')",3
11800,"('months', 'may')",4
11801,"('unpublished', 'observation')",5
11802,"('observation', 'lower')",3
11803,"('may', 'degree')",6
11804,"('explained', 'lower')",4
11805,"('degree', 'compared')",5
11806,"('myeloma', 'compared')",3
11807,"('disease', 'several')",3
11808,"('disease', 'studies')",6
11809,"('disease', 'reported')",7
11810,"('similarly', 'studies')",5
11811,"('several', 'reported')",26
11812,"('studies', 'reduced')",7
11813,"('reported', 'reduced')",7
11814,"('reported', 'incidence')",21
11815,"('reduced', 'incidence')",3
11816,"('incidence', 'grades')",6
11817,"('incidence', 'acute')",8
11818,"('grades', 'acute')",6
11819,"('grades', 'gvhd')",6
11820,"('grades', 'patients')",4
11821,"('acute', 'patients')",11
11822,"('gvhd', 'higher')",10
11823,"('range', 'patients')",4
11824,"('range', 'higher')",21
11825,"('received', 'cells')",4
11826,"('higher', 'doses')",17
11827,"('doses', 'cells')",4
11828,"('cells', 'immunosuppressive')",4
11829,"('contained', 'cells')",4
11830,"('cells', 'conditioning')",3
11831,"('less', 'conditioning')",3
11832,"('regimens', 'gvhd')",3
11833,"('without', 'gvhd')",3
11834,"('gvhd', 'incidence')",4
11835,"('prophylaxis', 'incidence')",3
11836,"('incidence', 'patients')",15
11837,"('gvhd', 'cells')",6
11838,"('patients', 'purified')",4
11839,"('receiving', 'purified')",4
11840,"('receiving', 'cells')",4
11841,"('receiving', 'higher')",4
11842,"('purified', 'cells')",7
11843,"('purified', 'may')",4
11844,"('purified', 'higher')",3
11845,"('cells', 'higher')",14
11846,"('may', 'nonetheless')",5
11847,"('higher', 'overall')",7
11848,"('study', 'nonetheless')",3
11849,"('studies', 'differ')",6
11850,"('overall', 'significantly')",3
11851,"('overall', 'patients')",8
11852,"('differ', 'significantly')",23
11853,"('differ', 'patients')",6
11854,"('patients', 'pbsc')",5
11855,"('pbsc', 'cells')",6
11856,"('cells', 'outcome')",3
11857,"('find', 'difference')",27
11858,"('find', 'patients')",5
11859,"('difference', 'outcome')",4
11860,"('difference', 'one')",5
11861,"('patients', 'one')",12
11862,"('patients', 'explanation')",6
11863,"('one', 'possible')",34
11864,"('one', 'explanation')",33
11865,"('one', 'class')",5
11866,"('minimal', 'immune')",4
11867,"('role', 'response')",10
11868,"('fact', 'earlier')",4
11869,"('fact', 'suggested')",4
11870,"('earlier', 'suggested')",7
11871,"('reports', 'suggested')",12
11872,"('reports', 'deficiency')",9
11873,"('suggested', 'deficiency')",5
11874,"('administered', 'contrast')",4
11875,"('administered', 'several')",3
11876,"('administered', 'patients')",4
11877,"('contrast', 'several')",17
11878,"('contrast', 'years')",3
11879,"('several', 'patients')",5
11880,"('several', 'years')",15
11881,"('patients', 'followed')",3
11882,"('patients', 'years')",23
11883,"('patients', 'contrary')",4
11884,"('reported', 'contrary')",7
11885,"('reported', 'original')",6
11886,"('reported', 'reports')",4
11887,"('reports', 'death')",3
11888,"('reports', 'patients')",3
11889,"('patients', 'origin')",3
11890,"('patients', 'recent')",5
11891,"('careful', 'analysis')",3
11892,"('analysis', 'finnish')",3
11893,"('analysis', 'population')",3
11894,"('finnish', 'population')",4
11895,"('population', 'however')",13
11896,"('related', 'fact')",3
11897,"('dysfunction', 'fact')",4
11898,"('related', 'information')",6
11899,"('rate', 'analysis')",3
11900,"('observed', 'analysis')",6
11901,"('observed', 'suggests')",6
11902,"('observed', 'selection')",3
11903,"('analysis', 'suggests')",11
11904,"('analysis', 'selection')",4
11905,"('selection', 'may')",5
11906,"('may', 'act')",15
11907,"('low', 'expression')",17
11908,"('expression', 'known')",5
11909,"('expression', 'low')",5
11910,"('level', 'low')",6
11911,"('known', 'low')",3
11912,"('relative', 'low')",7
11913,"('relative', 'abundance')",3
11914,"('relative', 'level')",3
11915,"('low', 'abundance')",9
11916,"('low', 'although')",6
11917,"('abundance', 'found')",7
11918,"('although', 'increased')",7
11919,"('level', 'increased')",10
11920,"('expression', 'found')",12
11921,"('expression', 'increased')",9
11922,"('increased', 'found')",8
11923,"('found', 'levels')",22
11924,"('levels', 'cells')",38
11925,"('cells', 'tumors')",4
11926,"('cells', 'demonstrated')",8
11927,"('cells', 'using')",6
11928,"('demonstrated', 'using')",4
11929,"('using', 'pcr')",8
11930,"('using', 'primers')",4
11931,"('series', 'samples')",3
11932,"('various', 'data')",3
11933,"('data', 'result')",15
11934,"('shown', 'result')",6
11935,"('phenotype', 'data')",5
11936,"('study', 'data')",53
11937,"('study', 'administration')",6
11938,"('data', 'effect')",13
11939,"('effect', 'natural')",7
11940,"('effect', 'still')",4
11941,"('still', 'insufficient')",3
11942,"('still', 'previously')",3
11943,"('previously', 'model')",3
11944,"('model', 'absence')",3
11945,"('growth', 'cells')",8
11946,"('factor', 'cells')",4
11947,"('treatment', 'inhibitor')",4
11948,"('transfected', 'cells')",13
11949,"('cells', 'alone')",12
11950,"('cells', 'induced')",12
11951,"('inhibitor', 'apoptosis')",4
11952,"('alone', 'induced')",4
11953,"('alone', 'apoptosis')",6
11954,"('induced', 'apoptosis')",4
11955,"('apparent', 'contradiction')",23
11956,"('contradiction', 'show')",4
11957,"('jurkat', 'cells')",5
11958,"('prior', 'treatment')",3
11959,"('treatment', 'ect')",3
11960,"('despite', 'small')",5
11961,"('notwithstanding', 'limitation')",3
11962,"('notwithstanding', 'small')",3
11963,"('notwithstanding', 'sample')",3
11964,"('notwithstanding', 'size')",3
11965,"('limitation', 'small')",3
11966,"('limitation', 'sample')",3
11967,"('limitation', 'size')",3
11968,"('limitation', 'observed')",3
11969,"('small', 'sample')",21
11970,"('small', 'benefit')",3
11971,"('sample', 'size')",17
11972,"('sample', 'observed')",15
11973,"('sample', 'benefit')",3
11974,"('sample', 'corticosteroids')",3
11975,"('size', 'observed')",8
11976,"('size', 'benefit')",3
11977,"('size', 'corticosteroids')",3
11978,"('size', 'hemorrhage')",3
11979,"('observed', 'benefit')",3
11980,"('observed', 'corticosteroids')",3
11981,"('observed', 'hemorrhage')",3
11982,"('observed', 'occurring')",3
11983,"('benefit', 'corticosteroids')",3
11984,"('benefit', 'hemorrhage')",3
11985,"('benefit', 'occurring')",3
11986,"('benefit', 'ric')",3
11987,"('corticosteroids', 'hemorrhage')",3
11988,"('corticosteroids', 'occurring')",3
11989,"('corticosteroids', 'ric')",3
11990,"('corticosteroids', 'allogeneic')",3
11991,"('hemorrhage', 'occurring')",3
11992,"('hemorrhage', 'ric')",3
11993,"('hemorrhage', 'allogeneic')",3
11994,"('hemorrhage', 'hct')",3
11995,"('occurring', 'ric')",3
11996,"('occurring', 'allogeneic')",3
11997,"('occurring', 'hct')",3
11998,"('occurring', 'although')",3
11999,"('ric', 'allogeneic')",3
12000,"('ric', 'hct')",5
12001,"('ric', 'although')",3
12002,"('ric', 'patients')",3
12003,"('allogeneic', 'hct')",4
12004,"('allogeneic', 'although')",4
12005,"('allogeneic', 'patients')",5
12006,"('allogeneic', 'dah')",3
12007,"('hct', 'although')",3
12008,"('hct', 'patients')",4
12009,"('hct', 'dah')",3
12010,"('hct', 'majority')",3
12011,"('although', 'dah')",3
12012,"('although', 'majority')",7
12013,"('patients', 'dah')",3
12014,"('patients', 'majority')",9
12015,"('patients', 'iah')",6
12016,"('dah', 'majority')",3
12017,"('dah', 'patients')",3
12018,"('dah', 'iah')",3
12019,"('dah', 'ric')",3
12020,"('majority', 'patients')",8
12021,"('majority', 'iah')",3
12022,"('majority', 'ric')",3
12023,"('majority', 'cohort')",3
12024,"('patients', 'cohort')",6
12025,"('iah', 'ric')",3
12026,"('iah', 'cohort')",3
12027,"('iah', 'received')",3
12028,"('iah', 'methylprednisolone')",3
12029,"('ric', 'cohort')",3
12030,"('ric', 'received')",3
12031,"('ric', 'methylprednisolone')",3
12032,"('ric', 'survival')",3
12033,"('cohort', 'received')",3
12034,"('cohort', 'methylprednisolone')",3
12035,"('cohort', 'survival')",3
12036,"('cohort', 'hemorrhage')",3
12037,"('received', 'methylprednisolone')",3
12038,"('received', 'survival')",3
12039,"('received', 'hemorrhage')",3
12040,"('received', 'onset')",3
12041,"('methylprednisolone', 'survival')",3
12042,"('methylprednisolone', 'hemorrhage')",3
12043,"('methylprednisolone', 'onset')",3
12044,"('survival', 'hemorrhage')",3
12045,"('survival', 'onset')",3
12046,"('hemorrhage', 'onset')",3
12047,"('onset', 'reported')",3
12048,"('value', 'significantly')",42
12049,"('value', 'higher')",90
12050,"('value', 'reported')",96
12051,"('value', 'many')",3
12052,"('higher', 'many')",4
12053,"('higher', 'typically')",3
12054,"('reported', 'range')",18
12055,"('range', 'suggests')",4
12056,"('range', 'although')",6
12057,"('observation', 'suggests')",3
12058,"('although', 'assay')",3
12059,"('method', 'determining')",5
12060,"('due', 'binding')",4
12061,"('possible', 'significant')",3
12062,"('significant', 'protein')",3
12063,"('fusion', 'protein')",9
12064,"('binding', 'proteins')",3
12065,"('recombinant', 'proteins')",3
12066,"('chromosomes', 'however')",4
12067,"('associated', 'worse')",4
12068,"('worse', 'however')",3
12069,"('however', 'unlike')",19
12070,"('unlike', 'find')",11
12071,"('studies', 'status')",3
12072,"('post', 'outcome')",3
12073,"('predicted', 'using')",3
12074,"('outcome', 'using')",4
12075,"('complete', 'absence')",4
12076,"('absence', 'serum')",4
12077,"('rate', 'lower')",39
12078,"('lower', 'may')",14
12079,"('reported', 'may')",43
12080,"('studies', 'prognostic')",10
12081,"('may', 'lack')",8
12082,"('lack', 'significance')",3
12083,"('prognostic', 'significance')",3
12084,"('significance', 'previously')",3
12085,"('previously', 'mentioned')",7
12086,"('previously', 'patients')",9
12087,"('mentioned', 'patients')",5
12088,"('trial', 'patients')",3
12089,"('patients', 'treatment')",7
12090,"('status', 'although')",3
12091,"('patients', 'rate')",15
12092,"('still', 'lower')",18
12093,"('might', 'also')",17
12094,"('might', 'effects')",6
12095,"('also', 'impact')",10
12096,"('also', 'side')",4
12097,"('also', 'effects')",7
12098,"('also', 'since')",5
12099,"('effects', 'since')",4
12100,"('effects', 'time')",4
12101,"('longer', 'periods')",4
12102,"('time', 'higher')",5
12103,"('higher', 'amount')",4
12104,"('higher', 'required')",4
12105,"('required', 'levels')",4
12106,"('administration', 'similar')",3
12107,"('similar', 'trough')",4
12108,"('similar', 'levels')",17
12109,"('similar', 'compared')",6
12110,"('genes', 'influence')",6
12111,"('recent', 'papers')",9
12112,"('recent', 'importance')",7
12113,"('investigated', 'genes')",3
12114,"('variations', 'genes')",5
12115,"('however', 'investigations')",8
12116,"('however', 'far')",4
12117,"('however', 'relate')",3
12118,"('mainly', 'study')",4
12119,"('end', 'point')",5
12120,"('end', 'study')",4
12121,"('point', 'lower')",4
12122,"('study', 'incidence')",25
12123,"('incidence', 'failure')",4
12124,"('investigations', 'significant')",3
12125,"('observed', 'statistically')",3
12126,"('observed', 'effect')",22
12127,"('statistically', 'effect')",3
12128,"('significant', 'associated')",5
12129,"('effect', 'associated')",6
12130,"('associated', 'snp')",3
12131,"('investigated', 'study')",7
12132,"('study', 'impact')",5
12133,"('study', 'outcome')",15
12134,"('outcome', 'breast')",3
12135,"('outcome', 'cancer')",3
12136,"('toxicity', 'patients')",9
12137,"('cohort', 'breast')",3
12138,"('cohort', 'cancer')",6
12139,"('cohort', 'patients')",20
12140,"('breast', 'patients')",9
12141,"('cancer', 'observed')",8
12142,"('patients', 'observed')",10
12143,"('patients', 'statistically')",4
12144,"('breast', 'contrast')",4
12145,"('cancer', 'contrast')",4
12146,"('cancer', 'associated')",3
12147,"('patients', 'incidence')",14
12148,"('contrast', 'associated')",3
12149,"('contrast', 'greater')",4
12150,"('contrast', 'incidence')",12
12151,"('associated', 'greater')",8
12152,"('greater', 'incidence')",3
12153,"('dose', 'survival')",3
12154,"('impact', 'survival')",7
12155,"('survival', 'previous')",4
12156,"('survival', 'report')",3
12157,"('previous', 'investigating')",3
12158,"('minor', 'effect')",3
12159,"('effect', 'increased')",5
12160,"('effect', 'exposure')",3
12161,"('exposure', 'associated')",5
12162,"('associated', 'allele')",4
12163,"('allele', 'observed')",4
12164,"('observed', 'delay')",3
12165,"('dose', 'observed')",3
12166,"('associated', 'consistent')",5
12167,"('allele', 'higher')",10
12168,"('observed', 'consistent')",12
12169,"('observed', 'higher')",43
12170,"('study', 'exposure')",4
12171,"('consistent', 'higher')",4
12172,"('particular', 'reported')",8
12173,"('particular', 'association')",3
12174,"('various', 'groups')",7
12175,"('various', 'association')",4
12176,"('groups', 'association')",5
12177,"('reported', 'association')",21
12178,"('reported', 'full')",4
12179,"('early', 'donor')",4
12180,"('early', 'chimerism')",5
12181,"('donor', 'chimerism')",8
12182,"('increased', 'incidence')",8
12183,"('increased', 'acute')",3
12184,"('increased', 'gvhd')",3
12185,"('incidence', 'contrast')",6
12186,"('incidence', 'early')",3
12187,"('acute', 'contrast')",6
12188,"('acute', 'studies')",3
12189,"('gvhd', 'contrast')",3
12190,"('gvhd', 'early')",3
12191,"('contrast', 'early')",9
12192,"('contrast', 'linked')",3
12193,"('contrast', 'presence')",9
12194,"('early', 'studies')",6
12195,"('studies', 'presence')",20
12196,"('studies', 'early')",3
12197,"('presence', 'early')",3
12198,"('subsequent', 'data')",6
12199,"('relapse', 'studies')",16
12200,"('data', 'contradicted')",4
12201,"('data', 'recently')",13
12202,"('confirmed', 'studies')",9
12203,"('contradicted', 'studies')",5
12204,"('contradicted', 'recently')",3
12205,"('studies', 'recently')",5
12206,"('studies', 'evaluated')",13
12207,"('recently', 'results')",7
12208,"('recently', 'patients')",6
12209,"('evaluated', 'results')",3
12210,"('evaluated', 'patients')",3
12211,"('results', 'reduced')",14
12212,"('results', 'intensity')",5
12213,"('patients', 'conditioning')",5
12214,"('receiving', 'conditioning')",3
12215,"('conditioning', 'using')",5
12216,"('conditioning', 'regimen')",11
12217,"('using', 'various')",3
12218,"('using', 'however')",15
12219,"('using', 'quantitative')",3
12220,"('using', 'analyses')",7
12221,"('however', 'quantitative')",5
12222,"('however', 'analyses')",6
12223,"('however', 'reading')",3
12224,"('quantitative', 'phenotypes')",3
12225,"('significant', 'allele')",6
12226,"('allele', 'contrasts')",3
12227,"('contrasts', 'finding')",7
12228,"('finding', 'allele')",3
12229,"('association', 'allele')",11
12230,"('allele', 'polymorphism')",5
12231,"('polymorphism', 'linkage')",4
12232,"('polymorphism', 'found')",10
12233,"('disequilibrium', 'found')",3
12234,"('found', 'instead')",4
12235,"('found', 'rare')",6
12236,"('association', 'reported')",11
12237,"('haplotype', 'study')",3
12238,"('originally', 'reported')",4
12239,"('study', 'six')",5
12240,"('possible', 'association')",7
12241,"('association', 'snps')",3
12242,"('association', 'previously')",4
12243,"('previously', 'identified')",13
12244,"('previously', 'within')",3
12245,"('within', 'located')",3
12246,"('exon', 'exon')",7
12247,"('including', 'two')",4
12248,"('including', 'association')",3
12249,"('two', 'showed')",11
12250,"('showed', 'association')",4
12251,"('showed', 'report')",3
12252,"('association', 'thus')",7
12253,"('original', 'report')",5
12254,"('report', 'thus')",6
12255,"('report', 'study')",8
12256,"('thus', 'appears')",6
12257,"('thus', 'discrepancy')",5
12258,"('appears', 'study')",3
12259,"('appears', 'original')",3
12260,"('discrepancy', 'study')",32
12261,"('discrepancy', 'report')",5
12262,"('study', 'regarding')",5
12263,"('study', 'role')",12
12264,"('report', 'role')",7
12265,"('regarding', 'role')",3
12266,"('study', 'replicate')",4
12267,"('study', 'work')",15
12268,"('study', 'direct')",3
12269,"('work', 'direct')",4
12270,"('work', 'data')",7
12271,"('direct', 'comparison')",18
12272,"('direct', 'data')",4
12273,"('direct', 'would')",4
12274,"('comparison', 'data')",9
12275,"('data', 'would')",3
12276,"('data', 'due')",14
12277,"('statistical', 'studies')",4
12278,"('two', 'contrast')",15
12279,"('studies', 'recent')",10
12280,"('also', 'contrast')",53
12281,"('also', 'report')",19
12282,"('contrast', 'recent')",63
12283,"('recent', 'association')",3
12284,"('association', 'analyses')",4
